Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,6,0,27,3–5 years,Intermediate,Afternoon,85
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,Loader,9,0,32,<1 year,None,Afternoon,48
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Excavation Area,Explosion,Excavator,4,0,32,5–10 years,Intermediate,Morning,87
2017,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Face,Gas leakage,Loader,5,0,45,10+ years,None,Morning,55
2017,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Roof fall,Excavator,8,0,27,<1 year,Intermediate,Night,74
2017,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Vehicle rollover,Loader,4,0,35,3–5 years,None,Morning,62
2017,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Shaft,Fire,None,5,0,18,<1 year,Certified,Afternoon,65
2017,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Excavation Area,Roof fall,Truck,3,0,32,1–3 years,Advanced,Afternoon,80
2017,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Gas leakage,Drill,5,0,18,<1 year,Advanced,Afternoon,82
2017,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Face,Machinery collision,Loader,4,0,33,1–3 years,Intermediate,Morning,84
2017,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Face,Electrical accident,Heavy Earth Moving Machinery,5,0,37,10+ years,Intermediate,Afternoon,55
2017,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Fall of person,Drill,5,0,29,<1 year,None,Night,27
2017,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Machinery collision,Drill,5,0,28,<1 year,Intermediate,Night,62
2017,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Explosion,Truck,4,0,23,3–5 years,Basic,Night,77
2017,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Workshop,Roof fall,Excavator,9,0,31,<1 year,None,Morning,27
2017,West Bengal,Purulia,Purulia Coal Mine,Underground,Stockyard,Gas leakage,Drill,2,0,41,10+ years,Intermediate,Night,84
2017,West Bengal,Purulia,Purulia Coal Mine,Underground,Haul Road,Fall of person,Heavy Earth Moving Machinery,7,0,23,<1 year,Intermediate,Night,55
2017,West Bengal,Purulia,Purulia Coal Mine,Opencast,Face,Roof fall,Drill,3,0,38,5–10 years,Intermediate,Afternoon,91
2017,West Bengal,Purulia,Purulia Coal Mine,Underground,Face,Blasting accident,Loader,3,0,46,10+ years,Intermediate,Morning,71
2018,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Stockyard,Vehicle rollover,Truck,3,0,23,<1 year,Certified,Afternoon,75
2018,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Workshop,Roof fall,Dumper,7,0,30,3–5 years,Basic,Morning,67
2018,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Fall of person,Drill,6,0,31,3–5 years,None,Morning,53
2018,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Stockyard,Machinery collision,Truck,8,0,18,1–3 years,Intermediate,Night,78
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Excavation Area,Side fall,Excavator,4,0,48,10+ years,Intermediate,Morning,73
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Side fall,Excavator,5,1,39,10+ years,Basic,Afternoon,82
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Excavation Area,Side fall,None,3,0,21,3–5 years,Certified,Afternoon,77
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Side fall,Drill,7,0,18,<1 year,Intermediate,Night,35
2018,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Electrical accident,Heavy Earth Moving Machinery,10,0,18,<1 year,Certified,Night,55
2018,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Workshop,Roof fall,Loader,3,0,18,<1 year,Intermediate,Morning,66
2018,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Stockyard,Explosion,Loader,7,0,25,1–3 years,None,Morning,40
2018,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,6,0,26,1–3 years,Intermediate,Night,71
2018,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Vehicle rollover,Excavator,3,0,24,1–3 years,Advanced,Morning,81
2018,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Vehicle rollover,Heavy Earth Moving Machinery,4,0,30,3–5 years,Intermediate,Morning,71
2018,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Roof fall,Dumper,5,0,36,5–10 years,Advanced,Afternoon,86
2018,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Gas leakage,Dumper,7,0,39,10+ years,None,Night,44
2018,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Excavation Area,Roof fall,Excavator,3,0,49,10+ years,None,Morning,79
2018,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Workshop,Blasting accident,Dumper,8,0,21,1–3 years,None,Afternoon,45
2018,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,8,0,28,5–10 years,None,Afternoon,74
2018,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Face,Vehicle rollover,Loader,2,0,41,10+ years,Certified,Night,100
2018,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Stockyard,Roof fall,Truck,3,0,26,1–3 years,Advanced,Morning,89
2018,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Workshop,Machinery collision,Drill,5,0,28,<1 year,Advanced,Morning,50
2018,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Electrical accident,Dumper,9,0,18,1–3 years,Intermediate,Afternoon,64
2018,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Fire,Truck,12,0,31,3–5 years,None,Night,55
2018,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Roof fall,Truck,5,0,21,1–3 years,Advanced,Morning,74
2018,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Gas leakage,Heavy Earth Moving Machinery,10,1,26,1–3 years,Basic,Night,49
2018,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Electrical accident,Dumper,4,0,21,1–3 years,Advanced,Night,94
2018,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,Loader,6,0,22,<1 year,Advanced,Morning,56
2018,Odisha,Angul,Talcher Coal Mine,Underground,Face,Blasting accident,Dumper,8,0,32,5–10 years,Basic,Night,75
2018,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,5,1,38,5–10 years,Intermediate,Afternoon,45
2018,Odisha,Angul,Talcher Coal Mine,Underground,Face,Machinery collision,Excavator,7,0,28,1–3 years,Advanced,Night,77
2018,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Face,Explosion,Heavy Earth Moving Machinery,4,0,32,5–10 years,None,Morning,79
2018,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Explosion,Loader,6,0,33,5–10 years,Basic,Morning,72
2018,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Stockyard,Vehicle rollover,Dumper,3,0,34,5–10 years,Advanced,Morning,78
2018,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Vehicle rollover,Loader,5,0,30,<1 year,Advanced,Morning,51
2018,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Face,Side fall,Truck,7,0,32,5–10 years,None,Morning,51
2018,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Electrical accident,Drill,5,1,26,1–3 years,None,Morning,32
2018,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Side fall,Drill,5,0,18,<1 year,None,Morning,57
2018,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,8,0,30,<1 year,Intermediate,Night,56
2018,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Excavation Area,Side fall,Loader,6,0,48,10+ years,Basic,Night,47
2018,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Gas leakage,Truck,8,0,31,<1 year,None,Morning,49
2018,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Shaft,Fire,Dumper,6,0,38,5–10 years,Basic,Afternoon,57
2018,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,5,0,27,1–3 years,Certified,Night,82
2018,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Workshop,Gas leakage,Excavator,4,0,21,<1 year,Intermediate,Night,53
2018,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,3,0,33,3–5 years,Advanced,Morning,64
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Fall of person,Truck,8,0,43,10+ years,Basic,Night,59
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,5,0,36,10+ years,None,Morning,45
2018,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Side fall,None,4,0,38,3–5 years,None,Morning,72
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Machinery collision,Excavator,7,0,22,<1 year,Basic,Night,48
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Fire,Heavy Earth Moving Machinery,7,0,18,1–3 years,Basic,Night,61
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Shaft,Fall of person,None,4,0,32,3–5 years,Intermediate,Night,79
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Shaft,Vehicle rollover,None,5,0,28,1–3 years,Basic,Afternoon,93
2018,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,7,1,36,5–10 years,None,Afternoon,43
2018,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Fire,Dumper,11,0,18,<1 year,None,Night,29
2018,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Stockyard,Fall of person,Dumper,7,0,37,5–10 years,Basic,Night,67
2018,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Stockyard,Electrical accident,Excavator,3,0,26,5–10 years,Intermediate,Afternoon,68
2018,West Bengal,Purulia,Purulia Coal Mine,Underground,Shaft,Blasting accident,None,7,0,38,3–5 years,None,Morning,46
2019,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Fall of person,Dumper,4,0,29,1–3 years,Basic,Afternoon,56
2019,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Haul Road,Explosion,Drill,9,0,24,1–3 years,Basic,Afternoon,34
2019,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Shaft,Vehicle rollover,Drill,5,0,33,3–5 years,Intermediate,Night,49
2019,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Side fall,Excavator,4,0,28,1–3 years,Intermediate,Afternoon,64
2019,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Side fall,Dumper,6,0,23,3–5 years,Basic,Night,73
2019,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Machinery collision,Loader,5,0,28,1–3 years,Intermediate,Afternoon,84
2019,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Stockyard,Fire,Heavy Earth Moving Machinery,5,0,23,<1 year,Advanced,Morning,63
2019,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Fire,Truck,5,0,26,1–3 years,None,Morning,69
2019,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Face,Machinery collision,Excavator,3,0,46,10+ years,Intermediate,Afternoon,87
2019,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Workshop,Machinery collision,Drill,4,0,22,<1 year,Intermediate,Morning,69
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Vehicle rollover,Truck,6,0,27,<1 year,Intermediate,Afternoon,61
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Workshop,Explosion,Drill,4,0,36,3–5 years,Certified,Night,93
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Blasting accident,Excavator,5,0,51,10+ years,Intermediate,Morning,85
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Explosion,Heavy Earth Moving Machinery,4,1,21,<1 year,Intermediate,Afternoon,69
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Blasting accident,None,5,0,34,1–3 years,None,Night,57
2019,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Fall of person,Dumper,5,0,23,3–5 years,Basic,Night,58
2019,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Electrical accident,Loader,7,0,25,3–5 years,Intermediate,Morning,62
2019,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Workshop,Fire,Excavator,3,0,32,5–10 years,Basic,Morning,60
2019,Jharkhand,Giridih,Giridih Coalfield,Underground,Face,Explosion,Loader,3,0,24,1–3 years,Advanced,Morning,67
2019,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,3,0,37,1–3 years,Intermediate,Afternoon,71
2019,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Explosion,Drill,9,0,30,5–10 years,Intermediate,Afternoon,77
2019,Jharkhand,Giridih,Giridih Coalfield,Opencast,Stockyard,Explosion,Drill,5,0,38,10+ years,Basic,Afternoon,82
2019,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Fall of person,None,5,0,25,1–3 years,Basic,Afternoon,56
2019,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Machinery collision,Truck,5,0,21,<1 year,Basic,Night,51
2019,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Excavation Area,Roof fall,Drill,6,0,31,3–5 years,None,Night,56
2019,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Stockyard,Vehicle rollover,Drill,4,0,34,3–5 years,Basic,Morning,59
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Side fall,Heavy Earth Moving Machinery,7,0,31,5–10 years,Advanced,Afternoon,88
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Haul Road,Roof fall,Excavator,5,0,25,<1 year,Advanced,Afternoon,59
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Excavation Area,Blasting accident,Dumper,5,0,27,1–3 years,Advanced,Morning,73
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,4,0,32,1–3 years,Intermediate,Afternoon,63
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Gas leakage,None,5,0,23,<1 year,Advanced,Night,75
2019,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Face,Machinery collision,None,4,0,21,1–3 years,Basic,Afternoon,60
2019,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Excavation Area,Explosion,Drill,5,0,25,5–10 years,None,Morning,52
2019,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Face,Roof fall,Loader,3,0,32,5–10 years,Certified,Morning,90
2019,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,5,0,23,<1 year,Certified,Morning,81
2019,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Shaft,Machinery collision,Drill,3,0,35,3–5 years,Certified,Afternoon,75
2019,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Face,Electrical accident,None,6,0,20,<1 year,Certified,Morning,66
2019,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Explosion,Truck,6,0,31,5–10 years,Advanced,Night,77
2019,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,6,0,34,10+ years,None,Afternoon,64
2019,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,6,0,41,10+ years,Basic,Night,52
2019,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Machinery collision,Truck,6,0,23,1–3 years,Certified,Night,62
2019,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Face,Fall of person,Excavator,3,0,35,5–10 years,Basic,Night,84
2019,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Shaft,Vehicle rollover,None,2,0,45,10+ years,Advanced,Night,85
2019,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Side fall,Loader,5,0,36,5–10 years,Basic,Night,80
2019,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,4,0,27,5–10 years,Basic,Night,71
2019,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Gas leakage,Loader,7,0,30,1–3 years,Certified,Afternoon,64
2019,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,18,1–3 years,Intermediate,Afternoon,75
2019,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Machinery collision,None,3,0,23,1–3 years,Advanced,Night,56
2019,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Fire,Truck,6,0,33,5–10 years,Certified,Night,83
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,3,0,27,1–3 years,Basic,Morning,59
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Side fall,Dumper,5,0,29,1–3 years,Basic,Morning,54
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,8,0,32,3–5 years,Intermediate,Night,54
2019,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Dumper,3,0,26,3–5 years,Advanced,Afternoon,93
2019,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Stockyard,Gas leakage,Heavy Earth Moving Machinery,7,0,39,10+ years,Basic,Night,50
2019,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,5,0,26,1–3 years,Basic,Night,46
2019,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Explosion,Loader,2,0,42,3–5 years,Certified,Afternoon,95
2019,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Gas leakage,Heavy Earth Moving Machinery,9,0,27,1–3 years,None,Afternoon,47
2019,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Stockyard,Fall of person,None,5,1,18,<1 year,Advanced,Afternoon,65
2019,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Haul Road,Fire,Dumper,6,0,27,1–3 years,None,Morning,55
2019,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Excavation Area,Roof fall,Drill,3,0,27,3–5 years,Certified,Night,74
2019,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Fire,Dumper,6,0,30,1–3 years,Advanced,Morning,64
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,5,0,34,3–5 years,Basic,Afternoon,64
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Excavation Area,Roof fall,Truck,3,0,41,10+ years,Advanced,Night,100
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Side fall,Heavy Earth Moving Machinery,7,0,25,1–3 years,Intermediate,Afternoon,59
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Roof fall,Dumper,7,0,24,3–5 years,None,Night,40
2019,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Blasting accident,None,5,0,20,1–3 years,Intermediate,Afternoon,58
2019,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Workshop,Fire,Excavator,5,0,28,1–3 years,Intermediate,Night,66
2019,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Machinery collision,None,5,0,33,3–5 years,None,Morning,25
2019,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Haul Road,Machinery collision,Heavy Earth Moving Machinery,7,1,19,1–3 years,None,Morning,34
2019,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Gas leakage,Truck,2,0,38,1–3 years,Certified,Night,89
2019,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Roof fall,Dumper,4,0,20,1–3 years,Intermediate,Night,61
2019,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,8,0,28,<1 year,Intermediate,Afternoon,44
2019,Uttar Pradesh,Mirzapur,Obra Coal Mine,Opencast,Face,Side fall,None,4,1,33,3–5 years,None,Night,50
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Machinery collision,Dumper,5,1,18,1–3 years,None,Night,45
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,3,0,24,<1 year,Certified,Night,72
2019,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Fall of person,Truck,4,0,36,10+ years,Certified,Night,100
2019,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Blasting accident,Drill,5,0,38,10+ years,Basic,Night,83
2019,West Bengal,Bankura,Bankura Coal Mine,Opencast,Workshop,Machinery collision,Truck,6,1,51,10+ years,Certified,Night,79
2019,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Explosion,Excavator,8,0,18,1–3 years,None,Morning,61
2020,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Fall of person,Excavator,3,0,23,<1 year,Advanced,Afternoon,74
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fall of person,None,3,0,43,10+ years,None,Night,65
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fall of person,Heavy Earth Moving Machinery,7,0,24,<1 year,Basic,Afternoon,39
2020,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Stockyard,Explosion,Loader,3,0,48,10+ years,Advanced,Night,86
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Face,Side fall,Truck,7,0,43,10+ years,None,Afternoon,39
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Fall of person,Loader,4,0,28,5–10 years,Advanced,Afternoon,79
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Workshop,Gas leakage,Dumper,3,0,22,<1 year,Advanced,Morning,77
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Haul Road,Fire,Heavy Earth Moving Machinery,5,0,22,<1 year,Intermediate,Night,48
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Side fall,Excavator,6,0,18,1–3 years,None,Night,47
2020,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Workshop,Electrical accident,Heavy Earth Moving Machinery,9,0,30,5–10 years,None,Morning,44
2020,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,7,0,29,5–10 years,Intermediate,Night,82
2020,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Gas leakage,None,4,0,22,<1 year,Basic,Night,52
2020,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Fall of person,Loader,8,0,23,1–3 years,Intermediate,Night,45
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Machinery collision,Drill,4,0,38,10+ years,None,Afternoon,76
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Electrical accident,Truck,8,1,29,3–5 years,Intermediate,Night,34
2020,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Explosion,Heavy Earth Moving Machinery,10,0,25,1–3 years,None,Morning,33
2020,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Gas leakage,None,4,0,38,10+ years,Basic,Afternoon,62
2020,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Haul Road,Blasting accident,Truck,4,0,22,<1 year,Advanced,Night,63
2020,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Machinery collision,Truck,6,0,33,5–10 years,Basic,Afternoon,41
2020,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Vehicle rollover,Dumper,8,0,29,1–3 years,Basic,Afternoon,54
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Workshop,Gas leakage,Loader,6,1,49,10+ years,Intermediate,Afternoon,70
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Blasting accident,Excavator,5,0,19,1–3 years,Basic,Morning,63
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Fire,Truck,4,0,28,3–5 years,None,Morning,59
2020,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Gas leakage,Truck,8,0,18,<1 year,Advanced,Night,55
2020,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Vehicle rollover,None,4,0,35,1–3 years,Advanced,Afternoon,76
2020,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Gas leakage,Drill,3,0,37,5–10 years,None,Afternoon,68
2020,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Workshop,Fire,Drill,6,0,37,5–10 years,Basic,Night,57
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Haul Road,Machinery collision,Truck,3,0,25,1–3 years,Intermediate,Morning,76
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Shaft,Vehicle rollover,Dumper,5,0,24,3–5 years,Basic,Afternoon,68
2020,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Blasting accident,Truck,2,0,31,5–10 years,Intermediate,Night,95
2020,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Workshop,Fall of person,Dumper,5,0,26,3–5 years,None,Morning,36
2020,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Workshop,Machinery collision,Loader,6,0,24,<1 year,Basic,Afternoon,45
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Workshop,Machinery collision,Excavator,6,0,22,3–5 years,Basic,Morning,40
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Face,Side fall,None,5,0,41,10+ years,Intermediate,Night,81
2020,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Gas leakage,Loader,5,0,32,5–10 years,None,Morning,47
2020,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Haul Road,Explosion,Dumper,5,0,22,<1 year,Advanced,Morning,64
