Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level,Pre_Accident_Risk_Score,Pre_Accident_Risk_Level
2017,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Blasting accident,Dumper,10,0,29,1–3 years,None,Morning,33,,Very High,96.02609857824383,Very High
2017,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Workshop,Vehicle rollover,Truck,5,1,23,1–3 years,None,Night,47,,Very High,79.85908677383145,High
2017,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Excavation Area,Side fall,Drill,3,0,20,1–3 years,Advanced,Morning,75,65.0877662624676,High,57.5438831312338,Moderate
2017,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Haul Road,Roof fall,Dumper,4,0,39,10+ years,Advanced,Morning,82,69.38793869293275,High,53.59396934646637,Low
2017,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Machinery collision,Excavator,4,0,26,1–3 years,Advanced,Morning,82,69.2019714013835,High,56.50098570069175,Moderate
2017,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,5,0,21,1–3 years,Intermediate,Afternoon,61,100.9857928379879,Very High,88.19289641899395,Very High
2017,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,4,0,28,1–3 years,Basic,Night,58,89.07990111368603,Very High,77.63995055684302,High
2017,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fire,Dumper,5,0,22,1–3 years,Advanced,Morning,64,88.32901478864402,Very High,71.46450739432201,High
2017,Jharkhand,Giridih,Giridih Coalfield,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,6,1,21,3–5 years,Basic,Morning,62,114.37228989319472,Very High,80.58614494659736,Very High
2017,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Gas leakage,Dumper,4,0,38,10+ years,Intermediate,Afternoon,68,79.94259432789453,High,63.571297163947264,Moderate
2017,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Fire,Heavy Earth Moving Machinery,5,0,37,5–10 years,Basic,Afternoon,65,107.46309804457904,Very High,87.23154902228951,Very High
2017,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Blasting accident,Dumper,6,0,26,3–5 years,Basic,Afternoon,36,102.49533168364717,Very High,80.94766584182358,Very High
2017,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Haul Road,Roof fall,Drill,5,0,32,5–10 years,Intermediate,Night,59,70.6347860111894,High,55.1173930055947,Low
2017,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Machinery collision,Truck,6,0,36,1–3 years,Basic,Afternoon,63,97.42621443453532,Very High,81.81310721726766,Very High
2017,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Explosion,Drill,3,0,31,1–3 years,Certified,Afternoon,84,52.50127331909072,Moderate,33.050636659545354,Low
2017,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Excavation Area,Roof fall,Excavator,4,0,18,<1 year,Basic,Afternoon,72,78.34833841496982,High,63.57416920748491,Moderate
2017,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,7,0,24,1–3 years,None,Morning,43,,Very High,101.81719115801481,Very High
2017,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Face,Blasting accident,Truck,4,0,30,5–10 years,Certified,Night,100,70.71727072659316,High,52.35863536329658,Low
2017,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Vehicle rollover,Truck,5,0,52,5–10 years,Basic,Afternoon,68,95.65350451697728,Very High,81.92675225848865,Very High
2017,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Truck,7,0,32,<1 year,None,Afternoon,51,,Very High,82.325561853873,Very High
2017,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Gas leakage,None,3,0,50,10+ years,Certified,Night,83,,Very High,45.14412031998898,Low
2017,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Stockyard,Gas leakage,None,2,0,41,10+ years,Advanced,Afternoon,95,,Very High,21.293585965307894,Low
2017,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Fire,Dumper,6,0,35,1–3 years,Basic,Morning,50,99.01844753598851,Very High,82.50922376799426,Very High
2017,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Machinery collision,Dumper,5,0,18,1–3 years,Advanced,Night,77,83.18505534257004,High,74.99252767128502,High
2017,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,1,36,1–3 years,None,Morning,38,,Very High,87.22097114074896,Very High
2017,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Stockyard,Roof fall,Loader,3,0,29,3–5 years,Intermediate,Night,64,69.13675886013826,High,56.368379430069126,Moderate
2017,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Fall of person,Loader,3,0,24,1–3 years,Intermediate,Morning,77,68.89159316234358,High,61.34579658117179,Moderate
2017,Odisha,Angul,Talcher Coal Mine,Underground,Face,Side fall,Excavator,6,0,36,5–10 years,Basic,Morning,55,84.36460789926657,High,69.1823039496333,High
2017,Odisha,Angul,Talcher Coal Mine,Opencast,Haul Road,Fire,Dumper,5,0,21,<1 year,Advanced,Afternoon,59,86.50676319732008,Very High,67.05338159866004,High
2017,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Gas leakage,Drill,4,0,26,1–3 years,Certified,Morning,82,69.5087329961441,High,48.65436649807205,Low
2017,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Roof fall,Truck,4,1,30,3–5 years,Intermediate,Night,74,102.45200756751164,Very High,76.02600378375581,High
2017,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Roof fall,Drill,4,0,23,1–3 years,Intermediate,Morning,53,86.61413630862927,Very High,71.40706815431463,High
2017,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Stockyard,Gas leakage,None,4,0,35,5–10 years,Intermediate,Morning,70,,Very High,46.470686333524085,Low
2017,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Stockyard,Fall of person,Truck,4,0,33,3–5 years,Certified,Afternoon,69,72.28067666635847,High,54.94033833317924,Low
2017,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Gas leakage,Dumper,4,0,38,5–10 years,Intermediate,Afternoon,68,80.30266939106002,High,58.25133469553001,Moderate
2017,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Fall of person,Loader,6,0,26,1–3 years,Basic,Morning,37,83.77136977433487,High,72.78568488716743,High
2017,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Electrical accident,Dumper,5,0,27,1–3 years,Advanced,Night,66,75.31643000775554,High,62.858215003877774,Moderate
2017,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Side fall,Excavator,7,0,21,<1 year,None,Morning,31,,Very High,93.46494483048637,Very High
2017,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Haul Road,Vehicle rollover,Truck,6,0,18,<1 year,Intermediate,Morning,52,89.3061488586966,Very High,75.5530744293483,High
2017,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Shaft,Fall of person,Loader,3,0,36,3–5 years,Advanced,Afternoon,83,69.65600197636836,High,59.92800098818418,Moderate
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Face,Side fall,None,9,0,20,<1 year,None,Night,44,,Very High,79.94647524914708,High
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Excavation Area,Fire,Dumper,5,0,18,<1 year,Advanced,Afternoon,54,95.10868434937252,Very High,83.85434217468625,Very High
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Shaft,Electrical accident,Dumper,7,0,24,<1 year,Basic,Night,51,95.21282512772638,Very High,79.80641256386319,High
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,6,0,27,3–5 years,Intermediate,Afternoon,85,80.94061110125654,High,67.47030555062827,High
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,Loader,9,0,32,<1 year,None,Afternoon,48,,Very High,92.10697009586596,Very High
2017,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Excavation Area,Explosion,Excavator,4,0,32,5–10 years,Intermediate,Morning,87,71.62559517729389,High,49.21279758864694,Low
2017,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Face,Gas leakage,Loader,5,0,45,10+ years,None,Morning,55,,Very High,57.928187488260406,Moderate
2017,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Roof fall,Excavator,8,0,27,<1 year,Intermediate,Night,74,91.41704488515204,Very High,71.50852244257602,High
2017,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Vehicle rollover,Loader,4,0,35,3–5 years,None,Morning,62,,Very High,78.34636185170237,High
2017,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Shaft,Fire,None,5,0,18,<1 year,Certified,Afternoon,65,,Very High,65.27063475945768,Moderate
2017,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Excavation Area,Roof fall,Truck,3,0,32,1–3 years,Advanced,Afternoon,80,76.46457025519547,High,65.23228512759773,Moderate
2017,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Gas leakage,Drill,5,0,18,<1 year,Advanced,Afternoon,82,76.81490042378212,High,59.30745021189106,Moderate
2017,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Face,Machinery collision,Loader,4,0,33,1–3 years,Intermediate,Morning,84,71.632834873784,High,59.116417436892,Moderate
2017,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Face,Electrical accident,Heavy Earth Moving Machinery,5,0,37,10+ years,Intermediate,Afternoon,55,72.42811880867751,High,61.214059404338755,Moderate
2017,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Fall of person,Drill,5,0,29,<1 year,None,Night,27,,Very High,87.21557472069657,Very High
2017,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Machinery collision,Drill,5,0,28,<1 year,Intermediate,Night,62,78.44313810547294,High,62.12156905273647,Moderate
2017,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Explosion,Truck,4,0,23,3–5 years,Basic,Night,77,94.53220497270112,Very High,69.66610248635055,High
2017,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Workshop,Roof fall,Excavator,9,0,31,<1 year,None,Morning,27,,Very High,78.60760410406981,High
2017,West Bengal,Purulia,Purulia Coal Mine,Underground,Stockyard,Gas leakage,Drill,2,0,41,10+ years,Intermediate,Night,84,60.88932252817164,High,48.24466126408582,Low
2017,West Bengal,Purulia,Purulia Coal Mine,Underground,Haul Road,Fall of person,Heavy Earth Moving Machinery,7,0,23,<1 year,Intermediate,Night,55,108.24869984033953,Very High,96.62434992016975,Very High
2017,West Bengal,Purulia,Purulia Coal Mine,Opencast,Face,Roof fall,Drill,3,0,38,5–10 years,Intermediate,Afternoon,91,52.66014106883464,Moderate,34.53007053441732,Low
2017,West Bengal,Purulia,Purulia Coal Mine,Underground,Face,Blasting accident,Loader,3,0,46,10+ years,Intermediate,Morning,71,73.65514380364883,High,57.527571901824416,Moderate
2018,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Stockyard,Vehicle rollover,Truck,3,0,23,<1 year,Certified,Afternoon,75,69.06019074522419,High,53.530095372612095,Low
2018,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Workshop,Roof fall,Dumper,7,0,30,3–5 years,Basic,Morning,67,102.6109259626189,Very High,75.20546298130944,High
2018,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Fall of person,Drill,6,0,31,3–5 years,None,Morning,53,,Very High,58.641781021386336,Moderate
2018,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Stockyard,Machinery collision,Truck,8,0,18,1–3 years,Intermediate,Night,78,87.34226256072239,Very High,66.2711312803612,Moderate
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Excavation Area,Side fall,Excavator,4,0,48,10+ years,Intermediate,Morning,73,67.61600705397281,High,53.408003526986406,Low
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Side fall,Excavator,5,1,39,10+ years,Basic,Afternoon,82,89.8055650052232,Very High,61.3027825026116,Moderate
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Excavation Area,Side fall,None,3,0,21,3–5 years,Certified,Afternoon,77,,Very High,45.86946151071931,Low
2018,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Side fall,Drill,7,0,18,<1 year,Intermediate,Night,35,108.03587688197308,Very High,96.01793844098654,Very High
2018,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Electrical accident,Heavy Earth Moving Machinery,10,0,18,<1 year,Certified,Night,55,108.90869914184972,Very High,93.95434957092486,Very High
2018,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Workshop,Roof fall,Loader,3,0,18,<1 year,Intermediate,Morning,66,77.65272557303996,High,70.52636278651998,High
2018,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Stockyard,Explosion,Loader,7,0,25,1–3 years,None,Morning,40,,Very High,85.0292729043418,Very High
2018,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,6,0,26,1–3 years,Intermediate,Night,71,86.92749655754528,Very High,66.66374827877264,Moderate
2018,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Vehicle rollover,Excavator,3,0,24,1–3 years,Advanced,Morning,81,73.85863426669403,High,57.129317133347016,Moderate
2018,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Vehicle rollover,Heavy Earth Moving Machinery,4,0,30,3–5 years,Intermediate,Morning,71,61.130939229633,High,48.7654696148165,Low
2018,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Roof fall,Dumper,5,0,36,5–10 years,Advanced,Afternoon,86,76.34504076149805,High,57.37252038074903,Moderate
2018,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Gas leakage,Dumper,7,0,39,10+ years,None,Night,44,,Very High,87.7745682576207,Very High
2018,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Excavation Area,Roof fall,Excavator,3,0,49,10+ years,None,Morning,79,,Very High,55.556136268421135,Moderate
2018,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Workshop,Blasting accident,Dumper,8,0,21,1–3 years,None,Afternoon,45,,Very High,77.67790119393473,High
2018,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,8,0,28,5–10 years,None,Afternoon,74,,Very High,62.128560038190926,Moderate
2018,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Face,Vehicle rollover,Loader,2,0,41,10+ years,Certified,Night,100,40.689020888282776,Moderate,27.844510444141388,Low
2018,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Stockyard,Roof fall,Truck,3,0,26,1–3 years,Advanced,Morning,89,54.53878516296013,Moderate,39.069392581480066,Low
2018,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Workshop,Machinery collision,Drill,5,0,28,<1 year,Advanced,Morning,50,66.7183909957387,High,51.35919549786935,Low
2018,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Electrical accident,Dumper,9,0,18,1–3 years,Intermediate,Afternoon,64,96.47853347313146,Very High,82.53926673656572,Very High
2018,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Fire,Truck,12,0,31,3–5 years,None,Night,55,,Very High,97.93291717916395,Very High
2018,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Roof fall,Truck,5,0,21,1–3 years,Advanced,Morning,74,69.58228735961526,High,50.09114367980763,Low
2018,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Gas leakage,Heavy Earth Moving Machinery,10,1,26,1–3 years,Basic,Night,49,137.79359860957675,Very High,99.19679930478837,Very High
2018,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Electrical accident,Dumper,4,0,21,1–3 years,Advanced,Night,94,86.97577635730131,Very High,70.28788817865065,High
2018,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,Loader,6,0,22,<1 year,Advanced,Morning,56,91.13567608927204,Very High,73.26783804463602,High
2018,Odisha,Angul,Talcher Coal Mine,Underground,Face,Blasting accident,Dumper,8,0,32,5–10 years,Basic,Night,75,91.89942965336957,Very High,70.44971482668478,High
2018,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,5,1,38,5–10 years,Intermediate,Afternoon,45,87.74581725907771,Very High,61.872908629538856,Moderate
2018,Odisha,Angul,Talcher Coal Mine,Underground,Face,Machinery collision,Excavator,7,0,28,1–3 years,Advanced,Night,77,80.55285414092646,High,64.17642707046322,Moderate
2018,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Face,Explosion,Heavy Earth Moving Machinery,4,0,32,5–10 years,None,Morning,79,,Very High,59.20486666959245,Moderate
2018,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Explosion,Loader,6,0,33,5–10 years,Basic,Morning,72,82.0299170462692,High,60.4149585231346,Moderate
2018,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Stockyard,Vehicle rollover,Dumper,3,0,34,5–10 years,Advanced,Morning,78,51.3410542341324,Moderate,36.7705271170662,Low
2018,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Vehicle rollover,Loader,5,0,30,<1 year,Advanced,Morning,51,89.61994911592183,Very High,75.50997455796092,High
2018,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Face,Side fall,Truck,7,0,32,5–10 years,None,Morning,51,,Very High,70.23151038834024,High
2018,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Electrical accident,Drill,5,1,26,1–3 years,None,Morning,32,,Very High,84.59940718588845,Very High
2018,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Side fall,Drill,5,0,18,<1 year,None,Morning,57,,Very High,80.83099752831811,Very High
2018,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,8,0,30,<1 year,Intermediate,Night,56,111.70021875535618,Very High,95.05010937767808,Very High
2018,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Excavation Area,Side fall,Loader,6,0,48,10+ years,Basic,Night,47,80.58668306970516,High,65.19334153485258,Moderate
2018,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Haul Road,Gas leakage,Truck,8,0,31,<1 year,None,Morning,49,,Very High,100.03090848056219,Very High
2018,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Shaft,Fire,Dumper,6,0,38,5–10 years,Basic,Afternoon,57,86.81992684384383,Very High,65.3099634219219,Moderate
2018,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,5,0,27,1–3 years,Certified,Night,82,84.15646418265982,High,72.47823209132991,High
2018,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Workshop,Gas leakage,Excavator,4,0,21,<1 year,Intermediate,Night,53,88.4714477882191,Very High,67.33572389410955,High
2018,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,3,0,33,3–5 years,Advanced,Morning,64,86.88862478805054,Very High,72.24431239402527,High
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Fall of person,Truck,8,0,43,10+ years,Basic,Night,59,99.5298610422046,Very High,81.5649305211023,Very High
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,5,0,36,10+ years,None,Morning,45,,Very High,68.46126006809197,High
2018,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Side fall,None,4,0,38,3–5 years,None,Morning,72,,Very High,47.0315318542675,Low
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Machinery collision,Excavator,7,0,22,<1 year,Basic,Night,48,107.86764459674647,Very High,90.53382229837325,Very High
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Fire,Heavy Earth Moving Machinery,7,0,18,1–3 years,Basic,Night,61,113.76932213752488,Very High,99.08466106876244,Very High
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Shaft,Fall of person,None,4,0,32,3–5 years,Intermediate,Night,79,,Very High,60.387638856292455,Moderate
2018,Telangana,Peddapalli,Singareni Coal Mine,Underground,Shaft,Vehicle rollover,None,5,0,28,1–3 years,Basic,Afternoon,93,,Very High,56.049268106858676,Moderate
2018,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,7,1,36,5–10 years,None,Afternoon,43,,Very High,92.64613905684384,Very High
2018,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Fire,Dumper,11,0,18,<1 year,None,Night,29,,Very High,114.3809492878764,Very High
2018,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Stockyard,Fall of person,Dumper,7,0,37,5–10 years,Basic,Night,67,65.23493063972371,High,54.017465319861856,Low
2018,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Stockyard,Electrical accident,Excavator,3,0,26,5–10 years,Intermediate,Afternoon,68,51.70244943466284,Moderate,42.95122471733142,Low
2018,West Bengal,Purulia,Purulia Coal Mine,Underground,Shaft,Blasting accident,None,7,0,38,3–5 years,None,Morning,46,,Very High,73.49486369721367,High
2019,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Fall of person,Dumper,4,0,29,1–3 years,Basic,Afternoon,56,87.6088672721406,Very High,82.5044336360703,Very High
2019,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Haul Road,Explosion,Drill,9,0,24,1–3 years,Basic,Afternoon,34,121.92964521572657,Very High,93.26482260786327,Very High
2019,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Shaft,Vehicle rollover,Drill,5,0,33,3–5 years,Intermediate,Night,49,85.67943448815747,Very High,75.63971724407874,High
2019,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Side fall,Excavator,4,0,28,1–3 years,Intermediate,Afternoon,64,67.63982205321207,High,54.11991102660603,Low
2019,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Side fall,Dumper,6,0,23,3–5 years,Basic,Night,73,98.32296230914436,Very High,81.76148115457218,Very High
2019,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Machinery collision,Loader,5,0,28,1–3 years,Intermediate,Afternoon,84,83.16509315626446,High,65.88254657813224,Moderate
2019,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Stockyard,Fire,Heavy Earth Moving Machinery,5,0,23,<1 year,Advanced,Morning,63,73.05655139528224,High,56.62827569764112,Moderate
2019,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Fire,Truck,5,0,26,1–3 years,None,Morning,69,,Very High,85.82632750430992,Very High
2019,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Face,Machinery collision,Excavator,3,0,46,10+ years,Intermediate,Afternoon,87,49.24093224407835,Moderate,35.520466122039174,Low
2019,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Workshop,Machinery collision,Drill,4,0,22,<1 year,Intermediate,Morning,69,66.47396539580821,High,57.5369826979041,Moderate
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Face,Vehicle rollover,Truck,6,0,27,<1 year,Intermediate,Afternoon,61,90.44841389705309,Very High,70.42420694852655,High
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Workshop,Explosion,Drill,4,0,36,3–5 years,Certified,Night,93,54.59623878229388,Moderate,29.898119391146942,Low
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Blasting accident,Excavator,5,0,51,10+ years,Intermediate,Morning,85,51.59913249136482,Moderate,32.29956624568241,Low
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Explosion,Heavy Earth Moving Machinery,4,1,21,<1 year,Intermediate,Afternoon,69,101.67920833996008,Very High,67.63960416998003,High
2019,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Blasting accident,None,5,0,34,1–3 years,None,Night,57,,Very High,79.72937280627647,High
2019,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Excavation Area,Fall of person,Dumper,5,0,23,3–5 years,Basic,Night,58,95.254069381005,Very High,85.22703469050249,Very High
2019,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Electrical accident,Loader,7,0,25,3–5 years,Intermediate,Morning,62,87.8485226980842,Very High,71.32426134904209,High
2019,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Workshop,Fire,Excavator,3,0,32,5–10 years,Basic,Morning,60,68.34406726458141,High,50.172033632290706,Low
2019,Jharkhand,Giridih,Giridih Coalfield,Underground,Face,Explosion,Loader,3,0,24,1–3 years,Advanced,Morning,67,75.24873800469261,High,61.024369002346305,Moderate
2019,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Roof fall,Heavy Earth Moving Machinery,3,0,37,1–3 years,Intermediate,Afternoon,71,99.13213349862508,Very High,82.76606674931253,Very High
2019,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Explosion,Drill,9,0,30,5–10 years,Intermediate,Afternoon,77,76.39164880191,High,50.595824400954996,Low
2019,Jharkhand,Giridih,Giridih Coalfield,Opencast,Stockyard,Explosion,Drill,5,0,38,10+ years,Basic,Afternoon,82,60.59285961985767,High,35.69642980992883,Low
2019,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Fall of person,None,5,0,25,1–3 years,Basic,Afternoon,56,,Very High,74.17663441296915,High
2019,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Machinery collision,Truck,5,0,21,<1 year,Basic,Night,51,101.72396747094012,Very High,87.06198373547006,Very High
2019,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Excavation Area,Roof fall,Drill,6,0,31,3–5 years,None,Night,56,,Very High,64.75460096035881,Moderate
2019,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Stockyard,Vehicle rollover,Drill,4,0,34,3–5 years,Basic,Morning,59,62.5675109985709,High,48.08375549928545,Low
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Side fall,Heavy Earth Moving Machinery,7,0,31,5–10 years,Advanced,Afternoon,88,78.82799626136466,High,60.01399813068233,Moderate
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Haul Road,Roof fall,Excavator,5,0,25,<1 year,Advanced,Afternoon,59,88.04254097222316,Very High,74.32127048611157,High
2019,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Excavation Area,Blasting accident,Dumper,5,0,27,1–3 years,Advanced,Morning,73,85.19840838808409,Very High,64.19920419404205,Moderate
